,snid,Redshift,SN_RA,SN_DEC,HOST_RA,HOST_DEC,dDLR,U-R,(U-R)_v3,LOGMASS,LOGMASS_lowerr,LOGMASS_uppererr,LOG10SFR,SFR,SFR_lowerr,SFR_uppererr,Notes
146,2022qsn,0.064,40.74935,-19.1946028,40.74917010000000,-19.194611300000000,0.30109748735797900,0.679339793685472,0.765,11.207,0.059,0.02,-0.383,0.41399967481973000,0.253,0.325,
147,2022qwx,0.024,30.5333958,-20.4061,30.532845162500000,-20.40841419583330,1.280634014564000,0.731379031879541,0.761,9.153,0.017,0.036,-0.533,0.29308932452503200,0.107,0.154,
148,2022rfn,0.029,287.8707458,-17.1854306,287.8710431,-17.1884333,2.0552765922469000,1.0623233455498700,1.137,9.399,0.039,0.086,-0.51,0.30902954325135900,0.232,0.369,
149,2022rky,0.029774,318.6212375,-9.0476167,318.6206494,-9.048779100000000,1.5123565238376300,1.19121048986293,1.704,9.957,0.103,0.282,-0.262,0.5470159628939720,1.005,0.255,
150,2022rld,0.089,351.5032542,-9.0853083,351.5033473,-9.0850816,0.7741506344893200,1.52199150340664,1.493,10.002,0.192,0.322,-0.274,0.5321082592667940,0.768,0.558,
151,2022rnt,0.015,284.1468542,-64.9287444,284.1341376,-64.9288341,1.9543538769649100,1.2209971308834300,1.38,10.439,0.102,0.253,0.416,2.6061535499989000,0.349,0.336,
152,2022rnu,0.063,25.1810333,-14.4787778,25.179061617083300,-14.480666981944400,4.156313958686320,0.1322203002294630,0.542,9.28,0.154,0.123,-0.229,0.5902010801718440,0.315,0.64,
153,2022rso,0.050768,351.89935,16.6551333,351.89959260000000,16.6543782,0.6846386153200480,1.20868661718225,1.62,10.892,0.28,0.212,0.792,6.1944107507678100,10.792,0.086,
154,2022ssj,0.076,4.8940333,-17.5794806,4.8945163000000000,-17.5794668,1.225251169472040,0.374507650620558,0.623,9.359,0.204,0.079,-0.146,0.7144963260755130,1.468,1.08,
155,2022ssk,0.028678,37.3689625,-5.8483694,37.3689937,-5.848505000000000,0.10012967695427100,0.754874484301709,0.734,9.96,0.204,0.176,0.059,1.1455129414455400,0.305,0.635,
156,2022suc,0.08,345.7821458,23.6463778,345.7814739933330,23.647113861666700,2.7835821542647100,0.817825655695003,0.751,9.04,0.513,0.318,-0.7,0.19952623149688800,9.3,1.287,
157,2022sum,0.046,269.7421833,11.0085167,269.7421151,11.0085767,0.227606876762034,1.670599842137050,1.046,9.71,0.331,0.177,-1.382,0.04149540426343630,8.618,0.865,
158,2022szg,0.06,33.0432292,-6.2108639,33.0427174,-6.2100954,1.5225709806859900,1.1921096217366900,0.658,9.082,0.167,0.397,-0.723,0.18923436186449800,9.277,1.568,
159,2022taw,0.07,75.2944208,-10.5963167,75.29172350000000,-10.5948463,3.5158901114540200,0.797197075858009,1.28,10.237,0.123,0.166,0.392,2.4660393372343400,7.828,0.297,
160,2022trz,0.0387,94.4984458,-74.2083194,94.49358330000000,-74.2114959,2.7446893909628700,1.1824581244754300,1.131,10.259,0.382,0.325,0.336,2.1677041048196900,0.207,0.873,
161,2022tvz,0.0233,298.7568833,-21.0992222,298.7539045,-21.0979966,1.4590714266462300,1.1824581244754300,1.493,10.15,0.024,0.413,0.237,1.7258378919902000,0.223,0.189,
162,2022vpn,0.063,335.5930792,25.839925,335.59266856583300,25.839230310000000,0.965298759419025,-0.0315204971181515,0.755,10.969,0.114,0.392,0.179,1.5100801541641500,5.333,1.189,
163,2022vrj,0.04,23.2446875,18.0761056,23.2441081,18.0759529,0.9873802906467300,1.09689522673199,1.557,9.904,0.174,0.363,-0.224,0.5970352865838370,9.776,0.435,
164,2022wcm,0.042,357.8868125,8.738,357.8868103,8.7379334,0.046102079744475900,0.640264290480033,1.46,10.742,0.132,0.297,0.766,5.834451042737450,10.766,0.229,
165,2022wcy,0.067,34.155175,10.2525222,34.15530191625000,10.253091140555600,1.1506649172753500,0.5605616173846360,0.695,9.039,0.35,0.185,-0.879,0.1321295634186580,7.641,1.365,
166,2022whp,0.054,100.0106667,-22.2957056,100.01564840000000,-22.298326000000000,2.7604828172789400,0.827317647728421,1.615,10.754,0.145,0.161,0.65,4.466835921509630,10.65,0.118,
167,2022wpy,0.0152,71.6167375,-4.7898833,71.62472230000000,-4.7888368000000000,2.3463253234360200,1.01131023322822,0.974,10.546,0.178,0.066,0.463,2.904022654464450,0.199,0.291,
168,2022wsu,0.027,34.04855,17.9709556,34.048232400000000,17.9713063,0.2603041809690100,0.68884259108026,1.341,10.574,0.132,0.254,0.457,2.864177969906580,0.608,0.361,
169,2022wwt,0.0198,267.1178375,-60.5748028,267.1188711,-60.5748911,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,N/A
170,2022wxo,0.05,29.073625,-7.6994722,29.073612900000000,-7.6990093,0.7976946717789530,1.22983719902818,1.735,10.423,0.185,0.358,0.026,1.0616955571987200,10.026,0.65,
171,2022xhd,0.043,54.8841625,-17.6643861,54.88425720000000,-17.664618900000000,0.18351845637467500,0.932619939776174,1.197,10.165,0.11,0.093,-0.904,0.12473835142429400,3.22,1.344,
172,2022xix,0.024,63.7809792,-0.9332611,63.781347200000000,-0.9322501,0.7012037989413220,0.543053260054847,1.347,9.913,0.125,0.31,-0.038,0.9162204901220000,9.962,0.247,
173,2022xoz,0.038,42.6067542,5.7937778,42.6065622,5.7935781000000000,0.4623052876126900,1.65467638141264,1.957,10.228,0.409,0.128,-0.522,0.30060763026282300,9.478,0.521,
174,2022xxz,0.06,335.1664083,-16.1794889,335.1656789129170,-16.17981780277780,2.4217387594411100,0.0233053707620456,0.43,8.187,0.495,0.375,-1.353,0.044360864393143300,3.693,1.322,
175,2022yjy,0.055,115.4202625,8.9985639,115.42063770000000,8.9988587,0.7053466651638340,1.36604329197144,1.662,10.023,0.124,0.28,-8.924,1.19124200802738e-09,1.076,9.108,
176,2022yrt,0.05,132.1189458,1.3973111,132.1177892,1.397225,1.1252166569268500,1.32196633343005,1.625,10.988,0.302,0.212,0.343,2.202926463053460,10.343,0.764,
177,2022yvv,0.022173,40.4292375,-22.8142583,40.427128000000000,-22.8134254,2.019932720748300,0.640264290480033,0.937,9.579,0.07,0.045,-1.84,0.014454397707459300,0.665,1.868,
178,2022ywf,0.006912,20.5508167,0.9565778,20.5375469,0.9456601,6.404855478934690,-0.50876,0.729,11.382,0.0,0.017,-0.061,0.8689604292863020,0.033,0.257,
179,2022yxp,0.027936,74.0234333,1.8185833,74.02385810000000,1.8202567,1.455635003025050,1.08436919527335,1.942,10.241,0.164,0.212,-0.284,0.519995996533516,9.716,0.117,
180,2023aaaa,0.078522,150.6523516,10.8640374,150.6527983,10.8657183,1.2148955985672100,1.4171080244793600,1.392,10.752,0.329,0.215,1.05,11.220184543019600,11.05,0.127,
181,2023aait,0.048,147.3537125,-13.9547472,147.35489100000000,-13.954588,1.3672769481431700,0.256955208697107,0.755,9.553,0.041,0.108,0.262,1.8281002161427400,0.916,0.069,
182,2023aajf,0.042749,65.6730458,-51.4875778,65.67609010000000,-51.4857364,1.1059959264006800,1.45154,1.749,11.169,0.109,0.302,0.302,2.004472027365160,0.387,0.753,
183,2023aald,0.076,122.7385417,14.2426222,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Hostless
184,2023abjs,0.06367,54.716225,-34.3632833,54.716769300000000,-34.3629999,1.0679188827945300,0.881778,0.749,9.742,0.012,0.041,0.007,1.0162486928707000,0.018,0.191,
185,2023acgf,0.012962,56.5946524,-3.9655444,56.61345120000000,-3.968821,4.139658186513160,1.1916595456481100,1.964,11.105,0.157,0.307,0.609,4.0644332916521300,0.416,0.07,
186,2023aez,0.04,220.066872,10.3975848,220.0671503445830,10.397500623888900,1.515597577098520,1.0623233455498700,0.03,7.841,0.143,0.293,-1.199,0.06324118513762190,8.801,0.909,
187,2023alf,0.037271,207.4633167,-13.2039389,207.46318900000000,-13.204051,0.14271240995170900,0.7343286551004980,0.903,9.753,0.086,0.051,0.131,1.3520725631942800,0.254,0.402,
188,2023aoz,0.059644,121.1936292,12.3934,121.19287530000000,12.394015400000000,0.7812398411908100,1.12243865694788,1.017,9.906,0.132,0.231,0.706,5.081594425605610,8.31,0.398,
189,2023azu,0.0155,111.6410833,-84.5203028,111.57956580000000,-84.5196471,2.7464977208967500,1.0569429815167600,1.172,10.156,0.202,0.155,0.249,1.7741894808901700,0.347,0.321,
190,2023bee,0.006698,134.0484458,-3.3255556,134.03362010000000,-3.3601299,5.149935440268760,1.0623233455498700,1.431,10.119,0.083,0.361,0.195,1.566751070108150,0.344,0.184,
191,2023bhb,0.028135,183.6809167,19.1680972,183.67770000000000,19.166024,4.507216410449100,0.184717470823756,0.674,8.592,0.365,0.224,-1.144,0.07177942912713620,8.856,1.419,
192,2023boc,0.016905,116.7346958,7.2987722,116.7330576,7.2962909,0.8667057241803530,1.0489330273518100,1.252,10.342,0.247,0.161,0.051,1.1246049739669300,0.553,0.605,
193,2023bpg,0.014023,193.270325,-15.3420778,193.27039000000000,-15.342260000000000,0.13314793661082300,1.54437741121214,1.591,9.165,0.157,0.177,-1.694,0.020230191786782700,0.36,0.946,
194,2023bsa,0.064,164.9243083,9.528975,164.92522500000000,9.526688,2.309625938376520,0.734328655100498,1.428,10.615,0.162,0.33,0.833,6.807693586937410,10.833,0.104,
195,2023bvw,0.047778,122.6832458,11.2876917,122.68311380000000,11.2876597,0.26133970454090400,0.977316627561862,0.885,9.831,0.133,0.196,0.031,1.0739894123412400,5.661,0.97,
196,2023clz,0.057176,155.0690833,-6.9030861,155.0669275,-6.903879000000000,1.8621436048652700,1.07555892677547,1.791,10.716,0.082,0.359,0.04,1.096478196143190,0.749,0.738,
197,2023cog,0.0475,191.0024792,-1.6367889,191.00246320000000,-1.6368492,0.05016681504653470,1.39213421398865,1.639,10.334,0.163,0.377,-10.0,1e-10,0.0,10.694,
198,2023col,0.047959,172.7436125,-1.1483667,172.741312,-1.147589,2.5085242452471600,1.16789926505538,1.571,10.635,0.286,0.192,-0.369,0.4275628861515860,9.631,1.276,
199,2023com,0.032905,142.1235917,7.5702889,142.12253240000000,7.571119600000000,1.026404375643190,0.543053260054847,0.505,9.643,0.303,0.131,0.983,9.616122783836650,1.151,0.231,
200,2023cqz,0.023343,172.5542417,24.1698111,172.55362840000000,24.169664100000000,0.2851963787179150,1.51358070681846,1.787,10.577,0.168,0.344,-4.598,2.52348077248058e-05,5.402,4.954,
201,2023ctf,0.040758,65.4350583,-38.7233278,65.43677280000000,-38.7231498,1.8137845890203300,0.771611,0.6,9.392,0.061,0.025,-0.146,0.7144963260755130,0.259,0.269,
202,2023cul,0.039482,88.4488667,-34.5978167,88.44535010000000,-34.597802300000000,2.611155759535720,1.40697,1.672,9.685,0.066,0.031,-10.0,1e-10,0.0,9.955,
203,2023cum,0.03976,103.1092167,-50.7210611,103.10971220000000,-50.7213952,0.32875266678633200,0.8597954341091590,1.251,9.815,0.903,0.492,-0.193,0.6412095765851620,9.807,1.372,
204,2023cun,0.04647,116.8775,22.6078417,116.87660980000000,22.6087406,1.1854169699843800,0.8640584396067650,0.907,9.838,0.234,0.152,0.155,1.428893958511100,6.987,0.627,
205,2023cvn,0.027275,79.1527583,6.4426611,79.15562360000000,6.4408896,0.9787620265118180,1.1581875139162700,1.523,10.999,0.118,0.301,0.797,6.266138646723360,0.192,0.195,
206,2023cyx,0.033151,206.2754792,3.8036972,206.2746043,3.8043183,1.3072749823626800,1.25669421577408,1.472,9.827,0.172,0.265,-0.457,0.3491403154785860,9.543,0.745,
207,2023day,0.035568,213.4026583,-5.7303972,213.4037889,-5.7311668000000000,0.9772962417544520,1.29547299301152,1.747,10.168,0.059,0.33,-9.177,6.65273156201742e-10,0.823,8.976,
208,2023dof,0.017009,82.5604792,-8.764225,82.56033110000000,-8.7635566,0.27404290609676800,0.91605346239723,0.663,9.63,0.066,0.022,0.043,1.1040786199020700,0.041,0.043,
209,2023dtz,0.020404,190.3537417,13.7310306,190.3559713,13.7294995,0.7541305390862490,0.864058439606765,1.187,10.209,0.168,0.214,0.218,1.651961798229020,0.691,0.418,
210,2023dut,0.054478,144.6468417,-8.8025222,144.64495,-8.79964,2.146209743104220,0.97415701365793,1.773,10.868,0.199,0.139,0.635,4.3151907682776500,0.844,0.116,
211,2023dva,0.050708,173.3706125,10.9032139,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,N/A
212,2023dwc,0.050298,203.7176167,-36.5237889,203.71418630000000,-36.5212021,1.3840295701715000,1.234293643252540,1.52,11.134,0.16,0.377,1.089,12.274392311584100,0.544,0.336,
213,2023dxj,0.04555,145.9817792,-2.6106111,145.98395510000000,-2.609146,2.5667868842770800,1.27750095856808,1.874,10.461,0.212,0.301,-9.532,2.93764965196153e-10,0.468,10.085,
214,2023dxk,0.061394,221.3216625,9.0791139,221.32138620000000,9.0789495,0.34841236488020600,0.754874484301709,1.099,10.334,0.171,0.2,0.753,5.662392890382530,9.388,0.221,
215,2023dyl,0.044167,150.7444125,2.3434111,150.74607900000000,2.343043,0.6682564742210270,1.35587249090209,1.313,10.874,0.315,0.119,0.848,7.046930689671470,8.207,0.331,
216,2023E,0.02402,18.9823167,-50.1874722,18.980267000000000,-50.1893678,0.732561521278679,1.22055,1.549,10.582,0.03,0.348,0.174,1.492794409579000,0.241,0.706,
217,2023ehl,0.016,306.2945,5.2567806,306.3000446,5.2631122,2.410700985820740,0.859795434109159,1.1,10.017,0.102,0.12,-0.029,0.9354056741475520,0.52,0.454,
218,2023env,0.05,286.5606583,-25.0827972,286.56083333333300,-25.083333333333300,0.8280526921693380,0.6793397936854720,1.164,9.01,0.212,0.149,-1.29,0.05128613839913650,8.71,0.977,
219,2023eob,0.022456,232.9718,-31.1700528,232.97269240000000,-31.1712737,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Only g r i
220,2023fnj,0.020384,177.6337417,6.5657861,177.6360025,6.567579300000000,0.8797109355602180,0.881684420326835,1.204,10.644,0.159,0.175,0.501,3.169567463043490,0.433,0.546,
221,2023fpa,0.025905,87.7084458,-33.0937778,87.70870652208330,-33.09176336805560,2.6607478055588900,1.0755589267754700,1.058,8.674,0.054,0.139,-3.949,0.00011246049739669300,0.0,2.794,
222,2023gfs,0.047029,194.5951417,-12.5798028,194.59407110000000,-12.576930300000000,2.9702656781177000,1.52592234573406,1.627,10.31,0.124,0.275,-0.196,0.6367955209079160,0.415,0.674,
223,2023gft,0.0098,321.5055042,-3.7982361,321.49988,-3.8089400000000000,2.564170194423720,0.640264290480033,0.587,9.043,0.309,0.111,-0.664,0.21677041048196900,0.17,0.492,
224,2023ggw,0.03698,225.72665,17.1467417,225.72762410000000,17.1464338,0.8229682338725540,1.29547299301152,1.924,10.276,0.109,0.429,-1.349,0.04477133041763630,8.651,1.741,
225,2023goe,0.03551,237.8879667,13.3235917,237.88785380000000,13.3235022,0.20979008852249800,1.52398748435691,1.683,9.863,0.318,0.191,-10.0,1e-10,0.0,10.092,
226,2023gqi,0.035631,322.4169,-21.1921278,322.40591200000000,-21.1956672,3.3654621229697200,1.31997891428051,1.801,11.356,0.106,0.333,0.692,4.920395356814510,0.598,0.446,
227,2023hka,0.021538,212.7431,-27.061675,212.74289950000000,-27.0651059,2.479240836924650,1.23650220828945,1.749,10.027,0.069,0.376,-0.675,0.21134890398366500,0.491,0.818,
228,2023hnl,0.0176,325.546725,-34.1630389,325.55053260000000,-34.1624353,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,N/A
229,2023hro,0.027309,190.9443167,-20.1582417,190.94619220000000,-20.1556346,2.3931111907100100,0.881684420326835,1.083,10.249,0.204,0.145,0.136,1.367728825595850,5.902,0.473,
230,2023hsw,0.040894,167.0831708,10.0430611,167.08171870000000,10.0398617,1.9737771228737700,0.6888425910802600,1.084,10.529,0.157,0.218,0.844,6.982324040771710,0.804,0.298,
231,2023hsy,0.03773,167.4427458,11.1925556,167.44443000000000,11.1948439,2.0879924125274400,0.904448281664258,0.627,9.765,0.117,0.189,0.676,4.742419852602450,0.548,0.579,
232,2023hwg,0.044,251.9231583,9.6699222,251.9234296,9.6698182,1.1757947759758100,0.981810110357984,0.495,8.788,0.206,0.223,-0.29,0.5128613839913650,9.71,0.82,
233,2023hzy,0.030118,207.7770375,0.4641472,207.77535010000000,0.4622296,1.342286771350410,1.00185733985839,1.586,10.068,0.193,0.323,-0.081,0.8298507675144220,9.919,0.369,
234,2023iek,0.064024,188.1070917,9.7392083,188.1080328,9.7378878,1.6180967856083800,1.04893302735181,1.479,10.695,0.273,0.22,0.096,1.247383514242940,10.096,0.927,
235,2023iks,0.04,263.8031328,6.7745842,263.80362140000000,6.7730572,0.8616795770696420,1.15818751391627,1.014,9.663,0.147,0.24,0.242,1.7458221529205000,10.242,0.148,
236,2023inb,0.015164,239.1451417,-31.3682889,239.142621,-31.3591875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Image quality issue
237,2023iol,0.07202,150.7825667,-4.3335583,150.7809299,-4.334890500000000,1.6007429615227800,0.881684420326835,1.352,11.02,0.158,0.156,0.831,6.77641507610675,0.322,0.287,
238,2023ito,0.055812,192.4299375,13.5146611,192.42986300000000,13.514948,0.8076431075937000,0.808937304523738,0.801,9.499,0.207,0.179,0.243,1.7498466886246600,10.243,0.647,
239,2023ivv,0.06924,234.1727333,4.4754056,234.17298800000000,4.475333,0.6170505667290200,1.02195782190816,1.417,10.269,0.231,0.275,0.524,3.3419504002611400,10.524,0.153,
240,2023iwu,0.075953,154.610375,-6.8445222,154.61027100000000,-6.8465599,2.4470103855149900,0.339259122830043,0.631,9.994,0.126,0.066,0.571,3.7239170625456800,0.238,0.443,
241,2023jgq,0.044665,222.9050875,18.9261361,222.90385790000000,18.924421300000000,2.2615584732170000,1.35587249090209,1.565,10.384,0.315,0.216,-0.089,0.8147042840208400,9.911,0.598,
242,2023jsb,0.03,327.4934875,14.15685,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Hostless
243,2023jvj,0.019,208.2602208,16.8197361,208.26009900000000,16.8194269,0.566653762717548,0.465934009483121,0.712,8.122,0.537,0.243,-1.729,0.018663796908346700,8.028,1.62,
244,2023jvm,0.068,165.4021542,8.5266722,165.40243175583300,8.525564750277780,1.255160208576530,0.893611827983634,0.617,9.933,0.243,0.173,1.274,18.793168168032700,5.176,0.141,
245,2023jwj,0.072143,170.7268458,1.1177806,170.72636700000000,1.1144230000000000,0.9496903933818680,1.792245681886930,1.637,11.492,0.421,0.092,-10.0,1e-10,0.0,11.214,
246,2023jwr,0.046364,229.27755,11.364025,229.27770550000000,11.363003900000000,1.303744046544480,0.829689239677833,0.857,9.682,0.185,0.23,-0.225,0.5956621435290110,4.724,1.333,
247,2023kbe,0.027158,243.1643458,3.0211972,243.16556800000000,3.0228860000000000,1.8913900650116700,1.36604329197144,1.456,9.971,0.151,0.306,-0.407,0.39174187710778300,9.593,0.743,
248,2023kbu,0.043632,221.6614917,19.2805417,221.6628272,19.284039900000000,1.4422772597794500,1.2988407192080700,2.016,11.008,0.293,0.245,-10.0,1e-10,0.0,10.704,
249,2023kin,0.035014,297.273825,-58.9823778,297.2703936000000,-58.981627700000000,1.2001923366553000,1.1469615403224400,1.507,10.456,0.071,0.432,-0.277,0.5284452517751800,9.723,1.312,
250,2023kml,0.059157,248.8713208,5.9625528,248.87229310000000,5.9621716000000000,0.7852973838881080,1.32792803948939,1.859,10.67,0.098,0.316,-10.0,1e-10,0.0,10.568,
251,2023lhq,0.03426,252.0402792,18.0223639,252.04159840000000,18.0205008,1.4725708942694200,0.93779753518136,0.972,10.202,0.251,0.12,0.369,2.338837238659360,0.727,0.429,
252,2023lnh,0.01245,8.5093167,-9.7039444,8.511621500000000,-9.705235,0.48589753259222900,0.754874484301709,1.327,10.753,0.085,0.149,0.576,3.767037989839090,0.225,0.589,
253,2023lxj,0.068052,348.1163417,14.0869,348.11624630000000,14.086583000000000,0.6084949722665470,0.436319715784151,1.244,9.753,0.143,0.263,0.121,1.3212956341865800,10.121,0.372,
254,2023mbs,0.056128,2.820957,12.9682763,2.8210413000000000,12.9685051,0.4239295984100780,0.845855598706962,1.045,10.164,0.211,0.171,0.475,2.9853826189179600,10.475,0.246,
255,2023mbz,0.031623,225.1312875,11.5302944,225.13290980000000,11.531636200000000,1.7540320514230200,0.773090157856927,0.862,10.087,0.188,0.163,0.375,2.371373705661660,0.529,0.542,
256,2023mde,0.026,257.8551417,13.5691694,257.8559704,13.5679106,1.2211479250016500,0.981810110357984,1.187,9.488,0.108,0.161,-0.635,0.23173946499684800,0.609,0.619,
257,2023mgq,0.056625,218.04245,11.3448694,218.04156820000000,11.3447859,1.124184425184230,0.511630298097671,0.371,9.391,0.207,0.115,0.843,6.966265141107690,2.925,0.468,
258,2023mha,0.037489,33.8381875,-24.6036,33.836574200000000,-24.6001781,2.35235063098638,0.683474382388113,1.215,10.659,0.094,0.155,0.502,3.1768740706497700,0.24,0.472,
259,2023mkg,0.05,30.4297,-21.7731694,30.428597100000000,-21.7744005,1.149083787689140,0.169004626229636,1.099,9.899,0.065,0.066,-2.661,0.0021827299118430000,0.0,2.506,
260,2023mkt,0.007402,229.56145,-24.0868194,229.55649930000000,-24.0978498,2.2957944550865300,1.0604692884739700,1.893,10.454,0.023,0.441,0.081,1.2050359403718000,0.213,0.253,
261,2023mmb,0.040992,48.0799667,-24.6143306,48.0762174,-24.6204253,3.4985068656753600,0.981826475214248,1.708,11.03,0.044,0.362,0.026,1.0616955571987200,0.466,0.8,
262,2023mnw,0.06,239.4434458,-13.96195,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Hostless
263,2023mvl,0.047913,295.4185875,-21.2626806,295.41797050000000,-21.2640056,0.713324774255515,0.6565325783239190,1.564,10.735,0.097,0.17,0.853,7.128530301265200,6.894,0.052,
264,2023mzb,0.035038,300.3587,-25.2059361,300.36013440000000,-25.2066117,1.752969180022490,1.29547299301152,1.924,10.164,0.059,0.381,-0.793,0.16106456351782700,0.647,0.767,
265,2023ndf,0.016845,22.8122542,-17.7038333,22.816159800000000,-17.6991258,2.7003762264446300,0.0233054,0.505,9.296,0.064,0.071,-0.431,0.370680721782576,0.076,0.801,
266,2023ngb,0.070965,6.4237,-1.0503056,6.423976,-1.04986,1.3247876097870500,0.980546594139,2.012,10.614,0.208,0.308,-1.281,0.05236004365857500,8.719,2.053,
267,2023nkq,0.078719,306.2197125,-4.4533528,306.21713180000000,-4.454083,2.6620192968940200,1.53255684288753,1.511,10.692,0.137,0.227,0.09,1.2302687708123800,0.648,0.747,
268,2023nlk,0.03,260.2220667,22.2097806,260.22283940000000,22.2086735,1.1562563010147300,1.06232334554987,0.919,8.854,0.03,0.047,-0.936,0.1158777356155130,0.326,0.257,
269,2023nls,0.059191,332.8152083,-23.0363556,332.81496920000000,-23.0369679,0.7857779730822450,1.12702766643196,1.798,10.881,0.236,0.169,0.533,3.4119291162192900,0.571,0.106,
270,2023nnz,0.013729,36.3660125,20.3946389,36.366180100000000,20.395380800000000,0.5790953739010060,1.13416296673307,1.883,10.004,0.157,0.373,-0.321,0.4775292736576910,9.679,0.08,
271,2023nqd,0.0772681,310.5390901,0.7750012,310.54239580000000,0.7765014,5.313554691646710,0.7396977058457280,1.698,10.608,0.13,0.352,0.883,7.638357835776910,10.883,0.137,
272,2023nup,0.047,310.2537708,-22.5805083,310.25365890000000,-22.5800782,1.3299562478356400,-0.0315204971181515,0.454,8.078,0.426,0.289,-1.316,0.04830588020397730,3.402,1.233,
273,2023nuv,0.057413,340.2461165,-0.8323254,340.2427255,-0.8317676000000000,2.684830713965340,1.30610388029974,1.878,10.732,0.179,0.334,-10.0,1e-10,0.0,10.759,
274,2023nzu,0.044301,27.8421458,23.282975,27.8397598,23.282834300000000,2.124210208301500,1.04893302735181,0.954,10.335,0.272,0.094,0.44,2.7542287033381700,0.987,0.441,
275,2023ocj,0.055526,221.7108,-13.5021889,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Hostless
276,2023oho,0.012232,37.5194583,-10.4512,37.529007,-10.456777600000000,4.834570295823590,1.1469615403224400,0.589,9.284,0.01,0.083,-0.327,0.4709773263969530,0.031,0.03,
277,2023okd,0.05671,6.3328917,9.0990611,6.3318295000000000,9.0982002,1.4972347579740700,1.2298371990281800,2.055,10.844,0.161,0.357,-10.0,1e-10,0.0,10.695,
278,2023ols,0.041392,301.7864708,-0.9956278,301.7845689604170,-0.9942612363888890,1.925164363515650,0.759784220116501,0.962,10.122,0.158,0.137,0.541,3.4753616144320600,0.918,0.323,
279,2023olz,0.033389,54.7925125,15.5704528,54.79162680000000,15.5698095,0.8427964642164230,0.543053260054847,1.47,10.225,0.126,0.218,0.126,1.3365955165464400,10.126,0.393,
280,2023ono,0.028897,43.6076417,-22.5026833,43.60788460000000,-22.5033881,0.4952128878342180,0.958428424919731,1.7,10.374,0.14,0.242,0.08,1.202264434617410,0.527,0.225,
281,2023ons,0.062898,331.2800917,-45.4146361,331.28176780000000,-45.4155195,1.5934022735914500,1.28103,1.592,10.971,0.134,0.243,0.601,3.9902490236214200,0.528,0.527,
282,2023opn,0.05,311.3806375,13.0090333,311.38056430000000,13.0093058,0.7108106706474500,0.91605346239723,1.403,9.414,0.137,0.164,-0.891,0.12852866599436200,0.446,0.729,
283,2023pbe,0.020217,327.6665917,13.2853667,327.66006640000000,13.2882217,2.5960721856911100,1.5259223457340600,2.186,10.726,0.148,0.34,-10.0,1e-10,0.0,9.929,
284,2023pru,0.043415,9.8497625,-17.912475,9.848733,-17.9120808,0.7201911774448750,1.52139398726331,1.812,11.027,0.313,0.112,0.315,2.0653801558105300,1.309,0.197,
285,2023ptg,0.029864,39.1418625,-5.011625,39.141728,-5.011441,0.1749421883872390,1.11329276855822,1.621,10.287,0.188,0.325,-10.0,1e-10,0.0,10.302,
286,2023pwl,0.016557,327.0253125,-50.5636083,327.02236640000000,-50.564994400000000,0.3883822350007890,1.13228,1.194,10.6,0.002,0.265,0.693,4.931738039549360,0.389,0.292,
287,2023Q,0.022325,29.2704042,-0.4669889,29.271900000000000,-0.468318,0.8027271788400720,0.790862153317704,1.448,10.295,0.17,0.343,0.379,2.3933157564053900,0.799,0.068,
288,2023qfq,0.040488,308.2658083,-27.2102917,308.266949,-27.209572000000000,0.5853033061009450,1.1469615403224400,1.281,10.039,0.03,0.333,0.388,2.443430552693970,0.582,0.077,
289,2023qov,0.009373,318.0084833,-49.2550194,317.96678910000000,-49.283662300000000,10.750396755920900,1.91764,1.228,9.669,0.012,0.004,0.652,4.487453899331320,1.566,0.311,
290,2023rah,0.033278,240.4961458,12.5601944,240.49667740000000,12.5623979,1.8430394210919300,0.936340992007899,1.462,10.0,0.179,0.329,-0.556,0.27797132677592900,9.444,0.86,
291,2023reh,0.050244,313.889275,16.6945333,313.89104690000000,16.6945189,2.363505941384360,0.977316627561862,0.954,10.114,0.134,0.173,0.449,2.8119008303989400,7.08,0.464,
292,2023rzh,0.049634,18.46755,13.2691167,18.462671,13.271750500000000,3.2690528278278500,0.790862153317704,0.666,10.935,0.126,0.172,1.512,32.50872973854340,0.514,0.042,
293,2023sei,0.069401,343.0061542,-3.487925,343.00616040000000,-3.4880272,0.14127949081553200,1.22983719902818,1.905,10.662,0.186,0.358,-10.0,1e-10,0.0,10.765,
294,2023snj,0.051502,22.0592583,-56.4934444,22.0559062,-56.4948851,3.2827810716006300,0.940433,1.299,10.139,0.085,0.154,-1.9,0.012589254117941700,4.743,2.351,
295,2023snn,0.04401,332.01515,-16.5411139,332.01497010000000,-16.541400000000000,0.14494983142532200,1.76836284834194,1.907,11.395,0.363,0.097,0.397,2.494594726942960,0.256,0.57,
